Column1,                                     ,date,amount,transaction_id,rate, ,product,,,,
14346,17186,16/04/2022 14:37:24,175,pos_1650119844435587175,0.01,2,pos,,,,
14347,98847,22/12/2021 08:46:59,104,pr_1640162819075420104,0.03,0,pr,,,,
14348,49701,9/11/2022 22:42,185,pos_1668033734395219185,0.01,2,pos,,,,
14349,6089,17/10/2021 06:31:32,281,pos_1634452291656587281,0.01,2,pos,,,,
14350,122523,18/04/2021 11:29:12,1109,pp_1618745351774024109,0.025,2,pp,,,,
14351,135638,6/8/2022 12:44,704,pp_1659789850010601704,0.025,2,pp,,,,
14352,65750,4/11/2022 14:18,167,pos_1667571493759012167,0.01,2,pos,,,,
14353,94321,26/09/2021 14:04:44,2904,pr_1632665083819919904,0.03,0,pr,,,,
14354,107746,21/05/2022 08:26:06,173,pr_1653121565749425173,0.03,0,pr,,,,
14355,52590,21/11/2022 13:55:39,149,pos_1669038939321225149,0.01,2,pos,,,,
14356,140601,27/11/2022 00:28:53,2792,pp_1669508932968443792,0.025,2,pp,,,,
14357,96979,17/11/2021 13:22:15,67,pr_1637155334897320067,0.03,0,pr,,,,
14358,131126,21/04/2022 13:22:55,158,pp_1650547375084488158,0.025,2,pp,,,,
14359,25176,27/06/2022 10:57:40,31,pos_1656327459770043031,0.01,2,pos,,,,
14360,56190,4/12/2022 15:56,128,pos_1670169401295183128,0.01,2,pos,,,,
14361,21554,29/05/2022 06:53:48,212,pos_1653807227873622212,0.01,2,pos,,,,
14362,68066,14/11/2022 13:55:22,1123232323,pos_1668434122185565198,0.01,2,pos,,,,
14363,58228,1/10/2022 17:42,57,pos_1664646120218634057,0.01,2,pos,,,,
14364,114248,1/9/2022 1:48,2184,pr_1661996908652683184,0.03,0,pr,,,,
14365,123580,25/06/2021 04:06:01,1615,pp_1624593960657002615,0.025,2,pp,,,,
14366,51278,16/11/2022 14:59:19,235,pos_1668610759049582235,0.01,2,pos,,,,
14367,35356,1/9/2022 5:04,99,pos_1662008658903311099,0.01,2,pos,,,,
14368,21550,29/05/2022 09:15:06,118,pos_1653815705792294118,0.01,2,pos,,,,
14369,55302,1/12/2022 14:30,76,pos_1669905005703981076,0.01,2,pos,,,,
14370,120759,23/12/2022 16:14:56,1273,pr_1671812096139779273,0.03,0,pr,,,,
14371,127654,8/1/2022 19:19,3762,pp_1641669598365929762,0.025,2,pp,,,,
14372,117057,18/10/2022 07:27:54,1849,pr_1666078073849003849,0.03,0,pr,,,,
14373,139417,29/10/2022 16:24:00,55,pp_1667060640054778055,0.025,2,pp,,,,
14374,137076,6/9/2022 11:51,762,pp_1662465064565930762,0.025,2,pp,,,,
14375,19365,9/5/2022 17:37,97,pos_1652117844550897097,0.01,2,pos,,,,
14376,63086,23/10/2022 12:35:59,112,pos_1666528559447737112,0.01,2,pos,,,,
14377,99667,6/1/2022 1:31,1825,pr_1641432673592612825,0.03,0,pr,,,,
14378,12166,11/2/2022 9:06,163,pos_1644570376672112163,0.01,2,pos,,,,
14379,19537,11/5/2022 21:07,60,pos_1652303277492804060,0.01,2,pos,,,,
14380,128418,8/2/2022 5:07,1129,pp_1644296827383708129,0.025,2,pp,,,,
14381,72534,30/11/2022 19:52:41,5,pos_1669837960530095005,0.01,2,pos,,,,
14382,125704,11/10/2021 12:41,855,pp_1633956098991090855,0.025,2,pp,,,,
14383,34527,27/08/2022 09:00:13,202,pos_1661590812811751202,0.01,2,pos,,,,
14384,25862,2/7/2022 18:40,42,pos_1656787246304703042,0.01,2,pos,,,,
14385,1860,15/05/2021 08:14:38,185,pos_1621066478074424185,0.01,2,pos,,,,
14386,105616,19/04/2022 15:29:44,468,pr_1650382184467907468,0.03,0,pr,,,,
14387,81063,29/12/2022 15:09:38,226,pos_1672326578021277226,0.01,2,pos,,,,
14388,123810,8/7/2021 22:08,143,pp_1625782113887485143,0.025,2,pp,,,,
14389,23790,17/06/2022 11:10:46,124,pos_1655464245720557124,0.01,2,pos,,,,
14390,129326,7/3/2022 8:38,297,pp_1646642296811653297,0.025,2,pp,,,,
14391,30724,4/8/2022 18:00,215,pos_1659636017924502215,0.01,2,pos,,,,
14392,130785,13/04/2022 09:14:09,175,pp_1649841249432469175,0.025,2,pp,,,,
14393,119108,25/11/2022 03:15:45,1118,pr_1669346145279144118,0.03,0,pr,,,,
14394,91958,10/8/2021 13:00,903,pr_1628600442470355903,0.03,0,pr,,,,
14395,81858,31/12/2022 09:30:56,42,pos_1672479055870360042,0.01,2,pos,,,,
14396,101295,6/2/2022 12:02,1856,pr_1644148947810577856,0.03,0,pr,,,,
14397,35176,1/9/2022 19:02,184,pos_1662058971365538184,0.01,2,pos,,,,
14398,104898,7/4/2022 9:30,125,pr_1649323824902375125,0.03,0,pr,,,,
14399,138457,5/10/2022 0:14,138,pp_1664928844894375138,0.025,2,pp,,,,
14400,135624,6/8/2022 8:00,1043,pp_1659772857483568043,0.025,2,pp,,,,
14401,8329,7/12/2021 12:15,85,pos_1638879339654333085,0.01,2,pos,,,,
14402,71721,27/11/2022 10:22:05,248,pos_1669544524961659248,0.01,2,pos,,,,
14403,83246,1/2/2021 7:41,614,pr_1612165278719772614,0.03,0,pr,,,,
14404,39604,25/09/2022 18:17:53,225,pos_1664129873457994225,0.01,2,pos,,,,
14405,16259,6/4/2022 8:03,211,pos_1649232201311064211,0.01,2,pos,,,,
14406,25187,27/06/2022 05:35:31,57,pos_1656308131214299057,0.01,2,pos,,,,
14407,1180,5/4/2021 4:55,66,pos_1617598542246845066,0.01,2,pos,,,,
14408,126458,16/11/2021 07:05:44,685,pp_1637046344418433685,0.025,2,pp,,,,
14409,52537,21/11/2022 06:14:23,232,pos_1669011262969320232,0.01,2,pos,,,,
14410,93175,3/9/2021 17:11,44,pr_1630689093659882044,0.03,0,pr,,,,
14411,70159,22/11/2022 13:17:08,129,pos_1669123028340473129,0.01,2,pos,,,,
14412,130727,12/4/2022 11:40,684,pp_1649763646340743684,0.025,2,pp,,,,
14413,137776,19/09/2022 17:30:11,776,pp_1663608611208404776,0.025,2,pp,,,,
14414,33834,24/08/2022 07:26:04,134,pos_1661325964325814134,0.01,2,pos,,,,
14415,109117,11/6/2022 13:25,88,pr_1654953955371970088,0.03,0,pr,,,,
14416,69254,19/11/2022 11:20:29,200,pos_1668856829244517200,0.01,2,pos,,,,
14417,27848,17/07/2022 01:56:57,62,pos_1658023016927646062,0.01,2,pos,,,,
14418,12183,12/2/2022 14:56,197,pos_1644677786070413197,0.01,2,pos,,,,
14419,136563,27/08/2022 15:45:10,2943,pp_1661615109797198943,0.025,2,pp,,,,
14420,35169,1/9/2022 10:19,42,pos_1662027580019205042,0.01,2,pos,,,,
14421,117393,25/10/2022 10:07:14,2432,pr_1666692433876416432,0.03,0,pr,,,,
14422,110091,26/06/2022 17:47:34,562,pr_1656265653634478562,0.03,0,pr,,,,
14423,103268,13/03/2022 08:19:00,1258,pr_1647159540289935258,0.03,0,pr,,,,
14424,71971,28/11/2022 11:33:01,148,pos_1669635180868079148,0.01,2,pos,,,,
14425,90160,6/7/2021 8:35,369,pr_1625560541603870369,0.03,0,pr,,,,
14426,67665,12/11/2022 3:55,249,pos_1668225327022310249,0.01,2,pos,,,,
14427,24240,20/06/2022 15:56:14,216,pos_1655740573535585216,0.01,2,pos,,,,
14428,75406,10/12/2022 18:25,74,pos_1670696739222033074,0.01,2,pos,,,,
14429,136844,2/9/2022 13:20,108,pp_1662124831347284108,0.025,2,pp,,,,
14430,108989,9/6/2022 8:24,2165,pr_1654763099073465165,0.03,0,pr,,,,
14431,99969,13/01/2022 04:25:44,1887,pr_1642047943969094887,0.03,0,pr,,,,
14432,141660,22/12/2022 09:48:29,181,pp_1671702509428460181,0.025,2,pp,,,,
14433,109373,16/06/2022 05:22:35,1117,pr_1655356955280693117,0.03,0,pr,,,,
14434,46870,28/10/2022 08:10:41,111,pos_1666944640612867111,0.01,2,pos,,,,
14435,44385,17/10/2022 10:59:36,40,pos_1666004376321663040,0.01,2,pos,,,,
14436,89125,14/06/2021 17:58:59,311,pr_1623693538617734311,0.03,0,pr,,,,
14437,17985,25/04/2022 07:06:01,266,pos_1650870361029809266,0.01,2,pos,,,,
14438,47047,29/10/2022 06:50:53,114,pos_1667026253380069114,0.01,2,pos,,,,
14439,129721,18/03/2022 14:57:35,17,pp_1647615454854263017,0.025,2,pp,,,,
14440,87677,13/05/2021 15:01:57,1200,pr_1620918117486050200,0.03,0,pr,,,,
14441,24358,21/06/2022 15:08:13,30,pos_1655824092857321030,0.01,2,pos,,,,
14442,7440,19/11/2021 13:31:39,256,pos_1637328699118067256,0.01,2,pos,,,,
14443,24647,23/06/2022 20:22:29,150,pos_1656015749368845150,0.01,2,pos,,,,
14444,59092,5/10/2022 2:11,77,pos_1664935905862513077,0.01,2,pos,,,,
14445,131545,2/5/2022 12:23,938,pp_1651494227186474938,0.025,2,pp,,,,
14446,70693,24/11/2022 19:51:55,91,pos_1669319514594981091,0.01,2,pos,,,,
14447,46286,26/10/2022 20:21:16,113,pos_1666815676106784113,0.01,2,pos,,,,
14448,126456,15/11/2021 03:54:29,2343,pp_1636948468883467343,0.025,2,pp,,,,
14449,77816,19/12/2022 11:15:23,179,pos_1671448523021712179,0.01,2,pos,,,,
14450,124637,20/08/2021 21:40:02,1735,pp_1629495601920226735,0.025,2,pp,,,,
14451,7417,18/11/2021 20:39:10,123,pos_1637267950023175123,0.01,2,pos,,,,
14452,22462,6/6/2022 14:03,14,pos_1654524187935561014,0.01,2,pos,,,,
14453,14527,17/03/2022 15:04:46,269,pos_1647529486107350269,0.01,2,pos,,,,
14454,23464,14/06/2022 11:37:12,228,pos_1655206632228132228,0.01,2,pos,,,,
14455,3563,1/8/2021 14:47,110,pos_1627829232319475110,0.01,2,pos,,,,
14456,37855,15/09/2022 10:20:03,233,pos_1663237202818536233,,,pos,,,,
14457,101406,8/2/2022 7:41,857,pr_1644306089135869857,0.03,0,pr,,,,
14458,63164,23/10/2022 10:50:51,132,pos_1666522250881794132,0.01,2,pos,,,,
14459,102871,5/3/2022 12:38,1187,pr_1646483905031560187,0.03,0,pr,,,,
14460,2643,24/06/2021 07:17:12,133,pos_1624519031779448133,0.01,2,pos,,,,
14461,27357,13/07/2022 12:11:44,109,pos_1657714303621014109,0.01,2,pos,,,,
14462,7611,23/11/2021 07:14:27,250,pos_1637651667174342250,0.01,2,pos,,,,
14463,103488,16/03/2022 09:59:42,5,pr_1647424781647969005,0.03,0,pr,,,,
14464,104572,2/4/2022 11:42,1197,pr_1648899738979011197,0.03,0,pr,,,,
14465,32171,13/08/2022 03:51:39,5,pos_1660362699063239005,0.01,2,pos,,,,
14466,105217,12/4/2022 18:12,871,pr_1649787137292021871,0.03,0,pr,,,,
14467,45305,21/10/2022 13:03:46,76,pos_1666357426088284076,0.01,2,pos,,,,
14468,36936,10/9/2022 14:03,237,pos_1662818609228542237,0.01,2,pos,,,,
14469,122085,17/03/2021 12:17:17,1962,pp_1615983436511815962,0.025,2,pp,,,,
14470,79004,22/12/2022 22:08:29,95,pos_1671746908701067095,0.01,2,pos,,,,
14471,34896,30/08/2022 15:19:43,226,pos_1661872783206527226,0.01,2,pos,,,,
14472,1818,13/05/2021 17:20:49,52,pos_1620926448928887052,0.01,2,pos,,,,
14473,100278,19/01/2022 08:57:28,1071,pr_1642582647765309071,0.03,0,pr,,,,
14474,127016,12/12/2021 0:39,16,pp_1639269594595498016,0.025,2,pp,,,,
14475,90861,19/07/2021 14:12:48,818,pr_1626703967825805818,0.03,0,pr,,,,
14476,126693,28/11/2021 02:53:06,1189,pp_1638067985877944189,0.025,2,pp,,,,
14477,35412,2/9/2022 9:10,135,pos_1662109828645282135,0.01,2,pos,,,,
14478,23526,14/06/2022 14:13:12,129,pos_1655215991879645129,0.01,2,pos,,,,
14479,41152,2/10/2022 13:11,132,pos_1664716276349736132,0.01,2,pos,,,,
14480,119903,9/12/2022 20:51,1855,pr_1670619100364268855,0.03,0,pr,,,,
14481,84580,4/3/2021 18:09,168,pr_1614881343607456168,0.03,0,pr,,,,
14482,67398,11/11/2022 16:51,20,pos_1668185503664529020,0.01,2,pos,,,,
14483,17215,17/04/2022 00:30:00,5,pos_1650155400271027005,0.01,2,pos,,,,
14484,65522,3/11/2022 7:51,343,pos_1667461880282020343,0.01,2,pos,,,,
14485,67863,13/11/2022 16:01:56,270,pos_1668355316324874270,0.01,2,pos,,,,
14486,67574,12/11/2022 13:53,27,pos_1668261192942118027,0.01,2,pos,,,,
14487,39114,22/09/2022 13:58:21,116,pos_1663855100734780116,,,pos,,,,
14488,85218,19/03/2021 05:02:25,1282,pr_1616130144703438282,0.03,0,pr,,,,
14489,103815,20/03/2022 00:07:17,416,pr_1647734836973622416,0.03,0,pr,,,,
14490,111185,15/07/2022 06:11:31,1699,pr_1657865490876016699,0.03,0,pr,,,,
14491,86110,8/4/2021 3:29,1326,pr_1617852546176178326,0.03,0,pr,,,,
14492,48174,3/11/2022 12:05,185,pos_1667477124950464185,0.01,2,pos,,,,
14493,121774,19/02/2021 13:39:01,68,pp_1613741941456699068,0.025,2,pp,,,,
14494,52774,22/11/2022 11:18:39,228,pos_1669115918925650228,0.01,2,pos,,,,
14495,134835,17/07/2022 12:01:18,183,pp_1658059277657281183,0.025,2,pp,,,,
14496,28199,19/07/2022 15:27:21,15,pos_1658244441369929015,0.01,2,pos,,,,
14497,104461,31/03/2022 06:41:47,2409,pr_1648708906605974409,0.03,0,pr,,,,
14498,101439,8/2/2022 4:38,1894,pr_1644295124387367894,0.03,0,pr,,,,
14499,61196,15/10/2022 19:20:52,227,pos_1665861652204302227,0.01,2,pos,,,,
14500,60245,10/10/2022 4:20,114,pos_1665375655411615114,0.01,2,pos,,,,
14501,43649,14/10/2022 20:51:02,63,pos_1665780662063916063,0.01,2,pos,,,,
14502,56780,6/12/2022 9:38,181,pos_1670319517882987181,0.01,2,pos,,,,
14503,15346,26/03/2022 02:36:20,112,pos_1648262179608521112,0.01,2,pos,,,,
14504,95736,24/10/2021 09:03:04,615,pr_1635066184339699615,0.03,0,pr,,,,
14505,3809,10/8/2021 6:49,148,pos_1628578198452721148,0.01,2,pos,,,,
14506,12525,17/02/2022 08:22:25,123232323,pos_1645086144991288098,0.01,2,pos,,,,
14507,102776,3/3/2022 10:27,514,pr_1646303263493433514,0.03,0,pr,,,,
14508,131945,10/5/2022 11:09,494,pp_1652180965617848494,0.025,2,pp,,,,
14509,58273,1/10/2022 13:56,108,pos_1664632606490899108,0.01,2,pos,,,,
14510,105976,24/04/2022 17:59:59,1062,pr_1650823199409908062,0.03,0,pr,,,,
14511,103579,17/03/2022 13:25:42,610,pr_1647523542404657610,0.03,0,pr,,,,
14512,75008,9/12/2022 9:44,70,pos_1670579078147647070,0.01,2,pos,,,,
14513,17426,19/04/2022 09:23:01,95,pos_1650360180747611095,0.01,2,pos,,,,
14514,104659,4/4/2022 7:42,484,pr_1649058169195440484,0.03,0,pr,,,,
14515,10554,16/01/2022 15:32:15,212,pos_1642347135003747212,0.01,2,pos,,,,
14516,36780,10/9/2022 6:34,178,pos_1662791695293071178,0.01,2,pos,,,,
14517,78704,21/12/2022 08:38:50,287,pos_1671611929943150287,0.01,2,pos,,,,
14518,85245,19/03/2021 13:23:37,1652,pr_1616160217037738652,0.03,0,pr,,,,
14519,92156,14/08/2021 12:47:00,1503,pr_1628945220082087503,0.03,0,pr,,,,
14520,66598,7/11/2022 21:21,265,pos_1667856115071263265,0.01,2,pos,,,,
14521,72979,2/12/2022 3:36,136,pos_1669952179529694136,0.01,2,pos,,,,
14522,40050,27/09/2022 10:32:55,104,pos_1664274774979455104,0.01,2,pos,,,,
14523,56277,4/12/2022 13:55,335,pos_1670162124575491335,0.01,2,pos,,,,
14524,132304,17/05/2022 15:42:47,1564,pp_1652802166672046564,0.025,2,pp,,,,
14525,134440,6/7/2022 12:05,1714,pp_1657109122936794714,0.025,2,pp,,,,
14526,75890,12/12/2022 6:07,191,pos_1670825228613737191,0.01,2,pos,,,,
14527,137279,10/9/2022 2:25,577,pp_1662776724118032577,0.025,2,pp,,,,
14528,25822,2/7/2022 9:39,190,pos_1656754783350223190,0.01,2,pos,,,,
14529,71879,28/11/2022 12:56:29,153,pos_1669640189145004153,0.01,2,pos,,,,
14530,134696,13/07/2022 07:04:07,1220,pp_1657695846892035220,0.025,2,pp,,,,
14531,116318,7/10/2022 15:47,2751,pr_1665157657703671751,0.03,0,pr,,,,
14532,109107,11/6/2022 19:10,832,pr_1654974609390700832,0.03,0,pr,,,,
14533,109992,25/06/2022 10:49:07,349,pr_1656154147481103349,0.03,0,pr,,,,
14534,57481,27/09/2022 03:22:38,254,pos_1664248958189963254,0.01,2,pos,,,,
14535,69099,18/11/2022 09:18:44,20,pos_1668763123554341020,0.01,2,pos,,,,
14536,52271,20/11/2022 13:09:15,58,pos_1668949755399381058,0.01,2,pos,,,,
14537,72842,2/12/2022 6:46,258,pos_1669963583178476258,0.01,2,pos,,,,
14538,86276,12/4/2021 7:06,1137,pr_1618211170658474137,0.03,0,pr,,,,
14539,86726,22/04/2021 09:04:27,463,pr_1619082266843761463,0.03,0,pr,,,,
14540,49350,8/11/2022 8:48,35,pos_1667897312927904035,0.01,2,pos,,,,
14541,40221,28/09/2022 12:15:47,363,pos_1664367347012194363,0.01,2,pos,,,,
14542,46102,25/10/2022 11:26:51,176,pos_1666697210661863176,0.01,2,pos,,,,
14543,23298,12/6/2022 12:41,77,pos_1655037696165539077,0.01,2,pos,,,,
14544,41926,6/10/2022 10:51,44,pos_1665053486725868044,0.01,2,pos,,,,
14545,103842,21/03/2022 20:39:13,1882,pr_1647895152666667882,0.03,0,pr,,,,
14546,32431,15/08/2022 08:46:54,219,pos_1660553214200334219,0.01,2,pos,,,,
14547,18567,1/5/2022 7:14,9,pos_1651389270485431009,0.01,2,pos,,,,
14548,133734,19/06/2022 02:50:51,1656,pp_1655607050867549656,0.025,2,pp,,,,
14549,104713,5/4/2022 11:50,3072,pr_1649159441178149072,0.03,0,pr,,,,
14550,123909,13/07/2021 18:41:03,2135,pp_1626201663121541135,0.025,2,pp,,,,
14551,57050,25/09/2022 10:01:12,147,pos_1664100072115201147,0.01,2,pos,,,,
14552,43616,14/10/2022 06:00:40,225,pos_1665727240190099225,0.01,2,pos,,,,
14553,76926,15/12/2022 10:42:10,308,pos_1671100930006924308,0.01,2,pos,,,,
14554,124564,16/08/2021 18:55:41,2870,pp_1629140141041883870,0.025,2,pp,,,,
14555,138857,15/10/2022 13:36:02,1425,pp_1665840962276262425,0.025,2,pp,,,,
14556,53785,26/11/2022 15:44:42,205,pos_1669477481961526205,0.01,2,pos,,,,
14557,56480,5/12/2022 11:06,24,pos_1670238387487574024,0.01,2,pos,,,,
14558,130030,26/03/2022 15:14:29,1208,pp_1648307668699366208,0.025,2,pp,,,,
14559,44474,18/10/2022 16:25:54,61,pos_1666110353820854061,0.01,2,pos,,,,
14560,76208,13/12/2022 05:34:31,63,pos_1670909671376702063,0.01,2,pos,,,,
14561,55979,3/12/2022 17:32,193,pos_1670088760422664193,0.01,2,pos,,,,
14562,138180,28/09/2022 19:18:10,243,pp_1664392690268792243,0.025,2,pp,,,,
14563,19687,12/5/2022 1:47,134,pos_1652320073686190134,0.01,2,pos,,,,
14564,20475,19/05/2022 20:28:50,193,pos_1652992130441176193,0.01,2,pos,,,,
14565,78229,20/12/2022 07:37:40,139,pos_1671521859528598139,0.01,2,pos,,,,
14566,88962,11/6/2021 5:13,92,pr_1623388389676906092,0.03,0,pr,,,,
14567,76455,14/12/2022 05:05:19,168,pos_1670994318527417168,0.01,2,pos,,,,
14568,89047,12/6/2021 8:46,695,pr_1623487571039486695,0.03,0,pr,,,,
14569,133665,18/06/2022 09:02:57,306,pp_1655542976848277306,0.025,2,pp,,,,
14570,2935,7/7/2021 1:36,20,pos_1625621809488133020,0.01,2,pos,,,,
14571,49763,9/11/2022 6:33,146,pos_1667975586885540146,0.01,2,pos,,,,
14572,100612,25/01/2022 08:40:03,1789,pr_1643100002531264789,0.03,0,pr,,,,
14573,61188,15/10/2022 10:45:39,159,pos_1665830738669503159,0.01,2,pos,,,,
14574,94635,2/10/2021 11:12,285,pr_1633173170994261285,0.03,0,pr,,,,
14575,45390,21/10/2022 19:51:52,211,pos_1666381912301510211,0.01,2,pos,,,,
14576,128584,14/02/2022 18:59:47,1550,pp_1644865186627115550,0.025,2,pp,,,,
14577,105126,10/4/2022 12:09,41,pr_1649592562333317041,0.03,0,pr,,,,
14578,39832,26/09/2022 12:38:38,118,pos_1664195918318320118,0.01,2,pos,,,,
14579,17609,21/04/2022 14:31:22,97,pos_1650551482237916097,0.01,2,pos,,,,
14580,92599,24/08/2021 09:42:49,104,pr_1629798169310628104,0.03,0,pr,,,,
14581,9163,23/12/2021 19:38:44,66,pos_1640288324210238066,0.01,2,pos,,,,
14582,11105,26/01/2022 12:22:08,31,pos_1643199727937620031,0.01,2,pos,,,,
14583,60705,12/10/2022 1:35,111,pos_1665538531756177111,0.01,2,pos,,,,
14584,61489,16/10/2022 10:19:06,10,pos_1665915545704450010,0.01,2,pos,,,,
14585,87930,18/05/2021 17:11:41,2847,pr_1621357901317844847,0.03,0,pr,,,,
14586,133872,24/06/2022 06:30:57,921,pp_1656052257272530921,0.025,2,pp,,,,
14587,23795,17/06/2022 04:55:51,136,pos_1655441750618226136,0.01,2,pos,,,,
14588,126906,7/12/2021 14:01,728,pp_1638885671695635728,0.025,2,pp,,,,
14589,71478,27/11/2022 07:19:28,20,pos_1669533567880910020,0.01,2,pos,,,,
14590,40418,29/09/2022 09:44:54,179,pos_1664444693573234179,0.01,2,pos,,,,
14591,112169,30/07/2022 08:02:45,2511,pr_1659168164572160511,0.03,0,pr,,,,
14592,16716,11/4/2022 13:39,92,pos_1649684364707813092,0.01,2,pos,,,,
14593,42383,8/10/2022 14:49,206,pos_1665240568888747206,0.01,2,pos,,,,
14594,25041,26/06/2022 22:46:07,147,pos_1656283567087822147,0.01,2,pos,,,,
14595,134867,18/07/2022 20:39:11,1132,pp_1658176750685022132,0.025,2,pp,,,,
14596,23581,15/06/2022 16:37:20,241,pos_1655311039675201241,0.01,2,pos,,,,
14597,109175,12/6/2022 3:06,2408,pr_1655003175622593408,0.03,0,pr,,,,
14598,37744,15/09/2022 11:18:46,9,pos_1663240726252635009,,,pos,,,,
14599,76501,14/12/2022 13:29:25,145,pos_1671024564704577145,0.01,2,pos,,,,
14600,38758,20/09/2022 12:32:46,270,pos_1663677165677134270,,,pos,,,,
14601,89906,30/06/2021 12:57:53,880,pr_1625057873386382880,0.03,0,pr,,,,
14602,109774,22/06/2022 15:30:03,1813,pr_1655911803218853813,0.03,0,pr,,,,
14603,59958,9/10/2022 9:53,279,pos_1665309220674270279,0.01,2,pos,,,,
14604,59532,7/10/2022 9:45,212,pos_1665135918468989212,0.01,2,pos,,,,
14605,117437,25/10/2022 21:10:58,1093,pr_1666732258203572093,0.03,0,pr,,,,
14606,93803,16/09/2021 16:48:33,377,pr_1631810912940200377,0.03,0,pr,,,,
14607,73143,3/12/2022 18:12,80,pos_1670091156052647080,0.01,2,pos,,,,
14608,70244,22/11/2022 11:27:06,61,pos_1669116426019211061,0.01,2,pos,,,,
14609,18585,1/5/2022 16:11,240,pos_1651421484591224240,0.01,2,pos,,,,
14610,93296,5/9/2021 13:43,253,pr_1630849403034081253,0.03,0,pr,,,,
14611,64844,31/10/2022 07:53:26,293,pos_1667202805581453293,0.01,2,pos,,,,
14612,55636,2/12/2022 16:54,123,pos_1670000094701579123,0.01,2,pos,,,,
14613,122971,17/05/2021 15:34:21,1969,pp_1621265661019877969,0.025,2,pp,,,,
14614,48255,3/11/2022 10:33,394,pos_1667471623060745394,0.01,2,pos,,,,
14615,51417,17/11/2022 15:24:08,277,pos_1668698648105904277,0.01,2,pos,,,,
14616,63233,24/10/2022 11:22:56,100,pos_1666610575903211100,0.01,2,pos,,,,
14617,43307,12/10/2022 14:19,266,pos_1665584396738113266,0.01,2,pos,,,,
14618,113226,16/08/2022 00:55:14,1551,pr_1660611314018402551,0.03,0,pr,,,,
14619,59004,4/10/2022 9:59,257,pos_1664877583234985257,0.01,2,pos,,,,
14620,41331,3/10/2022 13:25,370,pos_1664803529762342370,0.01,2,pos,,,,
14621,16863,13/04/2022 17:46:46,186,pos_1649872006322866186,0.01,2,pos,,,,
14622,131727,6/5/2022 4:50,1554,pp_1651812599646011554,0.025,2,pp,,,,
14623,72060,29/11/2022 11:45:03,150,pos_1669722303314165150,0.01,2,pos,,,,
14624,100914,29/01/2022 16:24:08,1385,pr_1643473448069399385,0.03,0,pr,,,,
14625,92772,27/08/2021 08:23:26,750,pr_1630052606319514750,0.03,0,pr,,,,
14626,12442,15/02/2022 11:43:18,164,pos_1644925398126791164,0.01,2,pos,,,,
14627,135197,26/07/2022 01:20:56,1528,pp_1658798455530056528,0.025,2,pp,,,,
14628,49736,9/11/2022 16:11,88,pos_1668010319471842088,0.01,2,pos,,,,
14629,78341,20/12/2022 11:16:53,274,pos_1671535013174784274,0.01,2,pos,,,,
14630,83250,1/2/2021 17:42,1232323233,pr_1612201365836541983,0.03,0,pr,,,,
14631,63874,26/10/2022 13:30:54,204,pos_1666791054088955204,0.01,2,pos,,,,
14632,103440,15/03/2022 04:55:01,2351,pr_1647320100650947351,0.03,0,pr,,,,
14633,112982,12/8/2022 8:06,979,pr_1660291577859830979,0.03,0,pr,,,,
14634,24472,22/06/2022 12:10:17,14,pos_1655899817334318014,0.01,2,pos,,,,
14635,52431,21/11/2022 11:32:22,55,pos_1669030342470478055,0.01,2,pos,,,,
14636,37294,13/09/2022 07:32:18,126,pos_1663054337895278126,0.01,2,pos,,,,
14637,133641,17/06/2022 14:56:06,1624,pp_1655477765983796624,0.025,2,pp,,,,
14638,89624,24/06/2021 10:58:23,860,pr_1624532303475039860,0.03,0,pr,,,,
14639,16122,4/4/2022 15:49,173,pos_1649087383628007173,0.01,2,pos,,,,
14640,111339,18/07/2022 13:03:48,3451,pr_1658149428189807451,0.03,0,pr,,,,
14641,51730,18/11/2022 06:54:15,303,pos_1668754454791119303,0.01,2,pos,,,,
14642,122330,5/4/2021 13:35,2331,pp_1617629719185203331,0.025,2,pp,,,,
14643,104091,24/03/2022 16:26:09,1896,pr_1648139168930297896,0.03,0,pr,,,,
14644,87265,5/5/2021 5:33,614,pr_1620192815052573614,0.03,0,pr,,,,
14645,109943,25/06/2022 12:08:20,912,pr_1656158899660227912,0.03,0,pr,,,,
14646,123212,2/6/2021 10:41,599,pp_1622630516334143599,0.025,2,pp,,,,
14647,86958,28/04/2021 19:17:15,2432,pr_1619637434708310432,0.03,0,pr,,,,
14648,120981,27/12/2022 09:05:50,433,pr_1672131950170566433,0.03,0,pr,,,,
14649,104800,6/4/2022 6:51,1328,pr_1649227884960382328,0.03,0,pr,,,,
14650,68545,16/11/2022 15:24:18,11,pos_1668612257923533011,0.01,2,pos,,,,
14651,42153,7/10/2022 11:20,123,pos_1665141654667759123,0.01,2,pos,,,,
14652,26536,7/7/2022 5:23,195,pos_1657171383225958195,0.01,2,pos,,,,
14653,122935,14/05/2021 16:42:48,2205,pp_1621010567736037205,0.025,2,pp,,,,
14654,127982,22/01/2022 18:58:51,165,pp_1642877931398126165,0.025,2,pp,,,,
14655,57374,27/09/2022 12:10:31,93,pos_1664280630838715093,0.01,2,pos,,,,
14656,10472,15/01/2022 16:16:17,9,pos_1642263376534473009,0.01,2,pos,,,,
14657,101587,11/2/2022 8:12,478,pr_1644567154161735478,0.03,0,pr,,,,
14658,11509,1/2/2022 5:34,38,pos_1643693655594510038,0.01,2,pos,,,,
14659,21351,27/05/2022 14:59:08,46,pos_1653663547598940046,0.01,2,pos,,,,
